CTID_FIVETRAN_ID,ID,CUSTOMER_ID,ORDER_DATE,STATUS,SHIPPING_METHOD,SHIPPING_ADDRESS,SHIPPING_CITY,SHIPPING_STATE,SHIPPING_ZIP,SUBTOTAL,TAX_AMOUNT,SHIPPING_COST,TOTAL_AMOUNT,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,WAREHOUSE_ID,DEMO_BATCH_ID
DEMO_OR000380,90380,380,2025-06-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-16 00:00:00.000,2025-06-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000381,90381,381,2025-06-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000382,90382,382,2025-06-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000383,90383,383,2025-06-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-19 00:00:00.000,2025-06-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000384,90384,384,2025-06-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000385,90385,385,2025-06-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-21 00:00:00.000,2025-06-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000386,90386,386,2025-06-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-22 00:00:00.000,2025-06-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000387,90387,387,2025-06-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-23 00:00:00.000,2025-06-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000388,90388,388,2025-06-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000389,90389,389,2025-06-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000390,90390,390,2025-06-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-26 00:00:00.000,2025-06-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000391,90391,391,2025-06-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000392,90392,392,2025-06-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-28 00:00:00.000,2025-06-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000393,90393,393,2025-06-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-29 00:00:00.000,2025-06-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000394,90394,394,2025-06-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000395,90395,395,2025-07-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000396,90396,396,2025-07-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000397,90397,397,2025-07-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000398,90398,398,2025-07-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000399,90399,399,2025-07-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-05 00:00:00.000,2025-07-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000400,90400,400,2025-07-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-06 00:00:00.000,2025-07-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000401,90401,401,2025-07-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000402,90402,402,2025-07-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-08 00:00:00.000,2025-07-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000403,90403,403,2025-07-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000404,90404,404,2025-07-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000405,90405,405,2025-07-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-11 00:00:00.000,2025-07-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000406,90406,406,2025-07-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-12 00:00:00.000,2025-07-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000407,90407,407,2025-07-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-13 00:00:00.000,2025-07-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000408,90408,408,2025-07-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-14 00:00:00.000,2025-07-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000409,90409,409,2025-07-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000410,90410,410,2025-07-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-16 00:00:00.000,2025-07-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000411,90411,411,2025-07-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000412,90412,412,2025-07-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000413,90413,413,2025-07-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-19 00:00:00.000,2025-07-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000414,90414,414,2025-07-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-20 00:00:00.000,2025-07-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000415,90415,415,2025-07-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-21 00:00:00.000,2025-07-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000416,90416,416,2025-07-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-22 00:00:00.000,2025-07-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000417,90417,417,2025-07-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-23 00:00:00.000,2025-07-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000418,90418,418,2025-07-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-24 00:00:00.000,2025-07-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000419,90419,419,2025-07-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-25 00:00:00.000,2025-07-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000420,90420,420,2025-07-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-26 00:00:00.000,2025-07-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000421,90421,421,2025-07-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-27 00:00:00.000,2025-07-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000422,90422,422,2025-07-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-28 00:00:00.000,2025-07-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000423,90423,423,2025-07-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-29 00:00:00.000,2025-07-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000424,90424,424,2025-07-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-30 00:00:00.000,2025-07-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000425,90425,425,2025-07-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-07-31 00:00:00.000,2025-07-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000426,90426,426,2025-08-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-01 00:00:00.000,2025-08-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000427,90427,427,2025-08-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-02 00:00:00.000,2025-08-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000428,90428,428,2025-08-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-03 00:00:00.000,2025-08-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000429,90429,429,2025-08-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-04 00:00:00.000,2025-08-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000430,90430,430,2025-08-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-05 00:00:00.000,2025-08-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000431,90431,431,2025-08-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-06 00:00:00.000,2025-08-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000432,90432,432,2025-08-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-07 00:00:00.000,2025-08-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000433,90433,433,2025-08-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-08 00:00:00.000,2025-08-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000434,90434,434,2025-08-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-09 00:00:00.000,2025-08-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000435,90435,435,2025-08-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-10 00:00:00.000,2025-08-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000436,90436,436,2025-08-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-11 00:00:00.000,2025-08-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000437,90437,437,2025-08-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-12 00:00:00.000,2025-08-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000438,90438,438,2025-08-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000439,90439,439,2025-08-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000440,90440,440,2025-08-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-15 00:00:00.000,2025-08-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000441,90441,441,2025-08-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-16 00:00:00.000,2025-08-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000442,90442,442,2025-08-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-17 00:00:00.000,2025-08-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000443,90443,443,2025-08-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-18 00:00:00.000,2025-08-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000444,90444,444,2025-08-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-19 00:00:00.000,2025-08-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000445,90445,445,2025-08-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000446,90446,446,2025-08-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-21 00:00:00.000,2025-08-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000447,90447,447,2025-08-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-22 00:00:00.000,2025-08-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000448,90448,448,2025-08-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-23 00:00:00.000,2025-08-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000449,90449,449,2025-08-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-24 00:00:00.000,2025-08-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000450,90450,450,2025-08-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-25 00:00:00.000,2025-08-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000451,90451,451,2025-08-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-26 00:00:00.000,2025-08-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000452,90452,452,2025-08-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-27 00:00:00.000,2025-08-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000453,90453,453,2025-08-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-28 00:00:00.000,2025-08-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000454,90454,454,2025-08-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-29 00:00:00.000,2025-08-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000455,90455,455,2025-08-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-30 00:00:00.000,2025-08-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000456,90456,456,2025-08-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-08-31 00:00:00.000,2025-08-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000457,90457,457,2025-09-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-01 00:00:00.000,2025-09-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000458,90458,458,2025-09-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-02 00:00:00.000,2025-09-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000459,90459,459,2025-09-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-03 00:00:00.000,2025-09-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000460,90460,460,2025-09-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-04 00:00:00.000,2025-09-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000461,90461,461,2025-09-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-05 00:00:00.000,2025-09-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000462,90462,462,2025-09-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-06 00:00:00.000,2025-09-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000463,90463,463,2025-09-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-07 00:00:00.000,2025-09-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000464,90464,464,2025-09-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-08 00:00:00.000,2025-09-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000465,90465,465,2025-09-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-09 00:00:00.000,2025-09-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000466,90466,466,2025-09-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000467,90467,467,2025-09-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-11 00:00:00.000,2025-09-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000468,90468,468,2025-09-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-12 00:00:00.000,2025-09-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000469,90469,469,2025-09-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-13 00:00:00.000,2025-09-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000470,90470,470,2025-09-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-14 00:00:00.000,2025-09-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000471,90471,1,2025-09-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000472,90472,2,2025-09-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-16 00:00:00.000,2025-09-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000473,90473,3,2025-09-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-17 00:00:00.000,2025-09-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000474,90474,4,2025-09-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000475,90475,5,2025-09-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-19 00:00:00.000,2025-09-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
